chemical_name	cas_no	Drug Name	CAS Number	UNII	Pharmacology Classification	Pharmacology Description	Indication
Teas, Herbal		Teas, Herbal					
tebuconazole		Tebuconazole	107534-96-3	401ATW8TRW	Fungicides, Industrial	Chemicals that kill or inhibit the growth of fungi in agricultural applications, on wood, plastics, or other materials, in swimming pools, etc. (See all compounds classified as Fungicides, Industrial.)	
tebufenozide		Tebufenozide	112410-23-8	TNN5MI5EKF	Insecticides	Pesticides designed to control insects that are harmful to man. The insects may be directly harmful, as those acting as disease vectors, or indirectly harmful, as destroyers of crops, food products, or textile fabrics. (See all compounds classified as Insecticides.)	
tebuthiuron	34014-18-1	Tebuthiuron	34014-18-1	E5OX6GM11E			
tecastemizole		Tecastemizole	75970-99-9	W5DCO14M05			Investigated for use/treatment in allergic rhinitis.
Technetium	7440-26-8	Technetium	7440-26-8				
technetium 99m (HYNIC-3PRGD(2))(tricine)(TPPTS)		technetium 99m (HYNIC-3PRGD(2))(tricine)(TPPTS)					
technetium 99m tricarbonyl 4-((2-methoxyphenyl)piperazin-1-yl)dithioformate		technetium 99m tricarbonyl 4-((2-methoxyphenyl)piperazin-1-yl)dithioformate					
technetium Tc 99m mebrofenin		Technetium Tc 99m mebrofenin	1415247-71-0		Radiopharmaceuticals	Compounds that are used in medicine as sources of radiation for radiotherapy and for diagnostic purposes. They have numerous uses in research and industry. (Martindale, The Extra Pharmacopoeia, 30th ed, p1161) (See all compounds classified as Radiopharmaceuticals.)	Technetium Tc 99m Mebrofenin is indicated as a hepatobiliary imaging agent.
Technetium Tc 99m Sestamibi	109581-73-9	Technetium (99mTc) sestamibi	109581-73-9	971Z4W1S09	Radiopharmaceuticals	Compounds that are used in medicine as sources of radiation for radiotherapy and for diagnostic purposes. They have numerous uses in research and industry. (Martindale, The Extra Pharmacopoeia, 30th ed, p1161) (See all compounds classified as Radiopharmaceuticals.)	
technetium tc-99m tetrofosmin		Myoview	127455-27-0		Radiopharmaceuticals	Compounds that are used in medicine as sources of radiation for radiotherapy and for diagnostic purposes. They have numerous uses in research and industry. (Martindale, The Extra Pharmacopoeia, 30th ed, p1161) (See all compounds classified as Radiopharmaceuticals.)	Technetium-99m tetrofosmin is indicated for the diagnosis of heart abnormalities by exercise myocardial scintigraphy. The exercise myocardial scintigraphy is an established method for the diagnosis of the severity of coronary artery disease. This method allows distinguishing regions of reversible myocardial ischemia in the presence or absence of infarcted myocardium following rest and stress conditions. The use of technetium-99m tetrofosmin is mainly used to assess myocardial perfusion in ischemia and infarction.
tectochrysin		Tectochrysin	520-28-5	9UBO28W2AK			
tectoridin		Tectoridin	611-40-5	968X515NZH			
tectorigenin		Tectorigenin	548-77-6	855130H9CO			
teferrol	79173-09-4	Noripurum			Hematinics	Agents which improve the quality of the blood, increasing the hemoglobin level and the number of erythrocytes. They are used in the treatment of anemias. (See all compounds classified as Hematinics.)	
teflubenzuron	83121-18-0	Teflubenzuron	83121-18-0	FS9P57VL74			
Tegafur	17902-23-7	Tegafur	17902-23-7	1548R74NSZ	Antimetabolites, Antineoplastic	Antimetabolites that are useful in cancer chemotherapy. (See all compounds classified as Antimetabolites, Antineoplastic.)	Indicated for the treatment of cancer usually in combination with other biochemically modulating drugs.  Indicated in adults for the treatment of advanced gastric cancer when given in combination with [DB00515].   Indicated for the first-line treatment of metastatic colorectal cancer with [DB03419] and calcium folinate.
tegaserod	145158-71-0	Tegaserod	145158-71-0	458VC51857	Serotonin Receptor Agonists	Endogenous compounds and drugs that bind to and activate SEROTONIN RECEPTORS. Many serotonin receptor agonists are used as ANTIDEPRESSANTS; ANXIOLYTICS; and in the treatment of MIGRAINE DISORDERS. (See all compounds classified as Serotonin Receptor Agonists.)	Tegaserod is a serotonin-4 (5-HT4) receptor agonist indicated for the treatment of adult women less than 65 years of age with irritable bowel syndrome with constipation (IBS-C). The safety and effectiveness of tegaserod in men with IBS-C have not been established.
TEI 9647		(23S)-1alpha-hydroxy-25,27-didehydrovitamin D3 26,23-lactone	173388-20-0				
Teicoplanin	61036-62-2	2-[3-Acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-22-amino-5,15-dichloro-64-[3-(decanoylamino)-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-26,31,44,49-tetrahydroxy-21,35,38,54,56,59-hexaoxo-47-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7,13,28-trioxa-20,36,39,53,55,58-hexazaundecacyclo[38.14.2.23,6.214,17.219,34.18,12.123,27.129,33.141,45.010,37.046,51]hexahexaconta-3,5,8,10,12(64),14,16,23(61),24,26,29(60),30,32,41(57),42,44,46(51),47,49,62,65-henicosaene-52-carboxylic acid	61036-62-2		Anti-Bacterial Agents	Substances that inhibit the growth or reproduction of BACTERIA. (See all compounds classified as Anti-Bacterial Agents.)	
telaprevir		Telaprevir	402957-28-2	655M5O3W0U			Telaprevir, when used in combination with [DB00811], [DB00008], and [DB00022] is indicated for use in the treatment of chronic HCV genotype 1 infection in adults.
Telbivudine		Telbivudine	3424-98-4	2OC4HKD3SF	Antiviral Agents	Agents used in the prophylaxis or therapy of VIRUS DISEASES. Some of the ways they may act include preventing viral replication by inhibiting viral DNA polymerase; binding to specific cell-surface receptors and inhibiting viral penetration or uncoating; inhibiting viral protein synthesis; or blocking late stages of virus assembly. (See all compounds classified as Antiviral Agents.)	For the treatment of chronic hepatitis B in adult and adolescent patients ≥16 years of age with evidence of viral replication and either evidence of persistent elevations in serum aminotransferases (ALT or AST) or histologically active disease.
telcagepant		Telcagepant	781649-09-0	D42O649ALL			Migraine with or without aura
tele-methylhistamine	501-75-7	1-Methylhistamine	501-75-7	KCB81T4EOF	Enzyme Inhibitors	Compounds or agents that combine with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction. (See all compounds classified as Enzyme Inhibitors.)	
telenzepine	80880-90-6	Telenzepine	80880-90-6	0990EG3K10	Parasympatholytics	Agents that inhibit the actions of the parasympathetic nervous system. The major group of drugs used therapeutically for this purpose is the MUSCARINIC ANTAGONISTS. (See all compounds classified as Parasympatholytics.)	
telithromycin		Telithromycin	191114-48-4	KI8H7H19WL	Anti-Bacterial Agents	Substances that inhibit the growth or reproduction of BACTERIA. (See all compounds classified as Anti-Bacterial Agents.)	For the treatment of Pneumococcal infection, acute sinusitis, acute bacterial tonsillitis, acute bronchitis and bronchiolitis, lower respiratory tract infection and lobar (pneumococcal) pneumonia.
tellimagrandin I	79786-08-6	Tellimagradin I	79786-08-6				
Tellurium	13494-80-9	Tellurium	13494-80-9	NQA0O090ZJ			
Telmisartan		Telmisartan	144701-48-4	U5SYW473RQ	Antihypertensive Agents	Drugs used in the treatment of acute or chronic vascular HYPERTENSION regardless of pharmacological mechanism. Among the antihypertensive agents are DIURETICS; (especially DIURETICS, THIAZIDE); ADRENERGIC BETA-ANTAGONISTS; ADRENERGIC ALPHA-ANTAGONISTS; ANGIOTENSIN-CONVERTING ENZYME INHIBITORS; CALCIUM CHANNEL BLOCKERS; GANGLIONIC BLOCKERS; and VASODILATOR AGENTS. (See all compounds classified as Antihypertensive Agents.)	Used alone or in combination with other classes of antihypertensives for the treatment of hypertension. Also used in the treatment of diabetic nephropathy in hypertensive patients with type 2 diabetes mellitus, as well as the treatment of congestive heart failure (only in patients who cannot tolerate ACE inhibitors).
Temazepam	846-50-4	Temazepam	846-50-4	CHB1QD2QSS	GABA Modulators	Substances that do not act as agonists or antagonists but do affect the GAMMA-AMINOBUTYRIC ACID receptor-ionophore complex. GABA-A receptors (RECEPTORS, GABA-A) appear to have at least three allosteric sites at which modulators act: a site at which BENZODIAZEPINES act by increasing the opening frequency of GAMMA-AMINOBUTYRIC ACID-activated chloride channels; a site at which BARBITURATES act to prolong the duration of channel opening; and a site at which some steroids may act. GENERAL ANESTHETICS probably act at least partly by potentiating GABAergic responses, but they are not included here. (See all compounds classified as GABA Modulators.)	Temazepam is specifically indicated only for the short-term management of insomnia,. Furthermore, such management is generally predominantly associated with the symptomatic relief of transient and short-term insomnia characterized by difficulty in falling asleep, frequent nocturnal awakenings and/or early morning awakenings. In particular, the official prescribing information for temazepam typically specifies that the instructions issued for dispensed prescriptions of the medication should indicate specifically that patients are only expected to use the therapy for short periods of time - usually 7-10 days in general. Subsequently, treatment with temazepam should usually not exceed 7 to 10 consecutive days and nor should it be prescribed in quantities exceeding a one-month supply.  Some regional prescribing information also notes that temazepam may be used for premedication prior to minor surgery or other related procedures.
tembotrione		Tembotrione	335104-84-2	WA5UZ202KS			
Temefos	3383-96-8	Temephos	3383-96-8	ONP3ME32DL	Insecticides	Pesticides designed to control insects that are harmful to man. The insects may be directly harmful, as those acting as disease vectors, or indirectly harmful, as destroyers of crops, food products, or textile fabrics. (See all compounds classified as Insecticides.)	
temocapril hydrochloride	110221-44-8	Temocapril hydrochloride	110221-44-8	8G820I95VP	Antihypertensive Agents	Drugs used in the treatment of acute or chronic vascular HYPERTENSION regardless of pharmacological mechanism. Among the antihypertensive agents are DIURETICS; (especially DIURETICS, THIAZIDE); ADRENERGIC BETA-ANTAGONISTS; ADRENERGIC ALPHA-ANTAGONISTS; ANGIOTENSIN-CONVERTING ENZYME INHIBITORS; CALCIUM CHANNEL BLOCKERS; GANGLIONIC BLOCKERS; and VASODILATOR AGENTS. (See all compounds classified as Antihypertensive Agents.)	
temocaprilat		Temocaprilat	110221-53-9	2D6A12Q12R			
Temozolomide	85622-93-1	Temozolomide	85622-93-1	YF1K15M17Y	Antineoplastic Agents, Alkylating	A class of drugs that differs from other alkylating agents used clinically in that they are monofunctional and thus unable to cross-link cellular macromolecules. Among their common properties are a requirement for metabolic activation to intermediates with antitumor efficacy and the presence in their chemical structures of N-methyl groups, that after metabolism, can covalently modify cellular DNA. The precise mechanisms by which each of these drugs acts to kill tumor cells are not completely understood. (From AMA, Drug Evaluations Annual, 1994, p2026) (See all compounds classified as Antineoplastic Agents, Alkylating.)	Temozolomide is indicated in adult patients for the treatment of newly diagnosed glioblastoma concomitantly with radiotherapy and for use as maintenance treatment thereafter. It is also indicated for the treatment of refractory anaplastic astrocytoma in adult patients or adjuvant therapy for adults with newly diagnosed anaplastic astrocytoma.
TEMPO	2564-83-2	Tempo	2564-83-2	VQN7359ICQ	Antioxidants	Naturally occurring or synthetic substances that inhibit or retard oxidation reactions. They counteract the damaging effects of oxidation in animal tissues. (See all compounds classified as Antioxidants.)	
tempo carboxylic acid	37149-18-1	Tempo carboxylic acid	37149-18-1				
tempol	2226-96-2	tempol					
TEMPOL-H		4-Piperidinol, 1-hydroxy-2,2,6,6-tetramethyl-	3637-10-3	V55XB6IT82	Antioxidants	Naturally occurring or synthetic substances that inhibit or retard oxidation reactions. They counteract the damaging effects of oxidation in animal tissues. (See all compounds classified as Antioxidants.)	
temsirolimus		Temsirolimus	162635-04-3	624KN6GM2T	MTOR Inhibitors	Agents that inhibit the activity of TOR SERINE-THREONINE KINASES. (See all compounds classified as MTOR Inhibitors.)	For the treatment of renal cell carcinoma (RCC). Also investigated for use/treatment in breast cancer, lymphoma (unspecified), rheumatoid arthritis, and multiple myeloma.
tenidap	120210-48-2	Tenidap	120210-48-2	9K7CJ74ONH	Anti-Inflammatory Agents, Non-Steroidal	Anti-inflammatory agents that are non-steroidal in nature. In addition to anti-inflammatory actions, they have analgesic, antipyretic, and platelet-inhibitory actions. They act by blocking the synthesis of prostaglandins by inhibiting cyclooxygenase, which converts arachidonic acid to cyclic endoperoxides, precursors of prostaglandins. Inhibition of prostaglandin synthesis accounts for their analgesic, antipyretic, and platelet-inhibitory actions; other mechanisms may contribute to their anti-inflammatory effects. (See all compounds classified as Anti-Inflammatory Agents, Non-Steroidal.)	
Teniposide	29767-20-2	Teniposide	29767-20-2	957E6438QA	Antineoplastic Agents	Substances that inhibit or prevent the proliferation of NEOPLASMS. (See all compounds classified as Antineoplastic Agents.)	Teniposide is used for the treatment of refractory acute lymphoblastic leukaemia
Tenofovir		Tenofovir	147127-20-6	99YXE507IL	Reverse Transcriptase Inhibitors	Inhibitors of reverse transcriptase (RNA-DIRECTED DNA POLYMERASE), an enzyme that synthesizes DNA on an RNA template. (See all compounds classified as Reverse Transcriptase Inhibitors.)	Tenofovir has been shown to be effective against HIV, herpes simplex virus-2, and hepatitis B virus.  To know more about the specific product indications, please visit the information in the orally available forms of tenofovir, [tenofovir alafenamide] and [tenofovir disoproxil].
tenovin-1		Tenovin-1	380315-80-0	BIQ6AID2B7			
tenoxicam	59804-37-4	Tenoxicam	59804-37-4	Z1R9N0A399	Anti-Inflammatory Agents, Non-Steroidal	Anti-inflammatory agents that are non-steroidal in nature. In addition to anti-inflammatory actions, they have analgesic, antipyretic, and platelet-inhibitory actions. They act by blocking the synthesis of prostaglandins by inhibiting cyclooxygenase, which converts arachidonic acid to cyclic endoperoxides, precursors of prostaglandins. Inhibition of prostaglandin synthesis accounts for their analgesic, antipyretic, and platelet-inhibitory actions; other mechanisms may contribute to their anti-inflammatory effects. (See all compounds classified as Anti-Inflammatory Agents, Non-Steroidal.)	For the treatment of rheumatoid arthritis, osteoarthritis, backache, and pain.
tephrosin	76-80-2	Tephrosin	76-80-2	9C081V83CC			
tepoxalin		Tepoxalin	103475-41-8	TZ4OX61974	Anti-Inflammatory Agents, Non-Steroidal	Anti-inflammatory agents that are non-steroidal in nature. In addition to anti-inflammatory actions, they have analgesic, antipyretic, and platelet-inhibitory actions. They act by blocking the synthesis of prostaglandins by inhibiting cyclooxygenase, which converts arachidonic acid to cyclic endoperoxides, precursors of prostaglandins. Inhibition of prostaglandin synthesis accounts for their analgesic, antipyretic, and platelet-inhibitory actions; other mechanisms may contribute to their anti-inflammatory effects. (See all compounds classified as Anti-Inflammatory Agents, Non-Steroidal.)	Reduction of inflammation and relief of pain caused by acute and chronic musculoskeletal disorders.
terameprocol	5701-82-6	tetra-O-methyl nordihydroguaiaretic acid	5701-82-6				
Teratogens		Teratogens					
Terazosin	63590-64-7	Terazosin	63590-64-7	8L5014XET7	Adrenergic alpha-1 Receptor Antagonists	Drugs that bind to and block the activation of ADRENERGIC ALPHA-1 RECEPTORS. (See all compounds classified as Adrenergic alpha-1 Receptor Antagonists.)	Terazosin is indicated for use in treating symptomatic benign prostatic hyperplasia and hypertension.
terbacil	5902-51-2	Terbacil	5902-51-2	S0017J6E25			
Terbinafine	91161-71-6	Terbinafine	91161-71-6	G7RIW8S0XP	Antifungal Agents	Substances that destroy fungi by suppressing their ability to grow or reproduce. They differ from FUNGICIDES, INDUSTRIAL because they defend against fungi present in human or animal tissues. (See all compounds classified as Antifungal Agents.)	Terbinafine hydrochloride is indicated to treat fungal skin and nail infections caused by _Trichophyton_ species, _Microsporum canis_, _Epidermophyton floccosum_, and _Tinea_ species. Terbinafine hydrochloride also treats yeast infections of the skin caused by _Candida_ species and _Malassezia furfur_.
terbufos	13071-79-9	Terbufos	13071-79-9	M83BN0F8R9			
Terbutaline	23031-25-6	Terbutaline	23031-25-6	N8ONU3L3PG	Adrenergic beta-2 Receptor Agonists	Compounds bind to and activate ADRENERGIC BETA-2 RECEPTORS. (See all compounds classified as Adrenergic beta-2 Receptor Agonists.)	Terbutaline is indicated for prevention and reversal of bronchospasm in patients at least 12 years old, with asthma and reversible bronchospasm associated with bronchitis and emphysema.
terbutryne	886-50-0	Terbutryn	886-50-0	ZXL474TLFP	Herbicides	Pesticides used to destroy unwanted vegetation, especially various types of weeds, grasses (POACEAE), and woody plants. Some plants develop HERBICIDE RESISTANCE. (See all compounds classified as Herbicides.)	
terbutylazine	5915-41-3	Terbuthylazine	5915-41-3	M095B391J7	Pesticides	Chemicals used to destroy pests of any sort. The concept includes fungicides (FUNGICIDES, INDUSTRIAL); INSECTICIDES; RODENTICIDES; etc. (See all compounds classified as Pesticides.)	
terconazole		Terconazole	67915-31-5	0KJ2VE664U	Antifungal Agents	Substances that destroy fungi by suppressing their ability to grow or reproduce. They differ from FUNGICIDES, INDUSTRIAL because they defend against fungi present in human or animal tissues. (See all compounds classified as Antifungal Agents.)	For the treatment of candidiasis (a yeast-like fungal infection) of the vulva and vagina.
terephthalic acid	100-21-0	Terephthalic acid	100-21-0	6S7NKZ40BQ	Free Radical Scavengers	Substances that eliminate free radicals. Among other effects, they protect PANCREATIC ISLETS against damage by CYTOKINES and prevent myocardial and pulmonary REPERFUSION INJURY. (See all compounds classified as Free Radical Scavengers.)	
Terfenadine	50679-08-8	Terfenadine	50679-08-8	7BA5G9Y06Q	Histamine H1 Antagonists, Non-Sedating	A class of non-sedating drugs that bind to but do not activate histamine receptors (DRUG INVERSE AGONISM), thereby blocking the actions of histamine or histamine agonists. These antihistamines represent a heterogenous group of compounds with differing chemical structures, adverse effects, distribution, and metabolism. Compared to the early (first generation) antihistamines, these non-sedating antihistamines have greater receptor specificity, lower penetration of BLOOD-BRAIN BARRIER, and are less likely to cause drowsiness or psychomotor impairment. (See all compounds classified as Histamine H1 Antagonists, Non-Sedating.)	For the treatment of allergic rhinitis, hay fever, and allergic skin disorders.
terics	27986-36-3	2-(Nonylphenoxy)ethanol	51938-25-1	RN8NP35H6T	Detergents	Purifying or cleansing agents, usually salts of long-chain aliphatic bases or acids, that exert cleansing (oil-dissolving) and antimicrobial effects through a surface action that depends on possessing both hydrophilic and hydrophobic properties. (See all compounds classified as Detergents.)	
teriflunomide		Teriflunomide	163451-81-8	1C058IKG3B	Anti-Inflammatory Agents, Non-Steroidal	Anti-inflammatory agents that are non-steroidal in nature. In addition to anti-inflammatory actions, they have analgesic, antipyretic, and platelet-inhibitory actions. They act by blocking the synthesis of prostaglandins by inhibiting cyclooxygenase, which converts arachidonic acid to cyclic endoperoxides, precursors of prostaglandins. Inhibition of prostaglandin synthesis accounts for their analgesic, antipyretic, and platelet-inhibitory actions; other mechanisms may contribute to their anti-inflammatory effects. (See all compounds classified as Anti-Inflammatory Agents, Non-Steroidal.)	Used in the treatment of relapsing forms of multiple sclerosis (MS).
terodiline	15793-40-5	Terodiline	15793-40-5	70KG06964W	Parasympatholytics	Agents that inhibit the actions of the parasympathetic nervous system. The major group of drugs used therapeutically for this purpose is the MUSCARINIC ANTAGONISTS. (See all compounds classified as Parasympatholytics.)	
teroxirone		Teroxirone	59653-73-5	456V4159SL	Antineoplastic Agents	Substances that inhibit or prevent the proliferation of NEOPLASMS. (See all compounds classified as Antineoplastic Agents.)	
terpendole E		Terpendole E					
Terpenes		Terpenes					
terpestacin	146436-22-8	(1R,3Z,5S,8Z,12Z,15S)-5,17-dihydroxy-18-[(2S)-1-hydroxypropan-2-yl]-4,8,12,15-tetramethylbicyclo[13.3.0]octadeca-3,8,12,17-tetraen-16-one	146436-22-8				
Terphenyl Compounds		Terphenyl Compounds					
terpin	80-53-5	Terpin	80-53-5	MPF495B08R	Expectorants	Agents that increase mucous excretion. Mucolytic agents, that is drugs that liquefy mucous secretions, are also included here. (See all compounds classified as Expectorants.)	
terpinenol-4	562-74-3	4-Terpineol, (+/-)-	562-74-3	L65MV77ZG6			
terpinolene	586-62-9	Terpinolene	586-62-9	N9830X5KSL			
terpinyl acetate	8007-35-0	alpha-Terpinyl acetate	80-26-2	9RXE0I9F2J			
territrem B	70407-20-4	Territrem B	70407-20-4				
territrem C	89020-33-7	Territrem C	89020-33-7				
tert-butyl 1-methyl-2-propynyl ether		Tert-butyl 1-methyl-2-propynyl ether	26826-40-4				
tert-Butyl Alcohol	75-65-0	tert-Butanol	75-65-0	MD83SFE959			
tert-butyl beta-carboline-3-carboxylate	93835-05-3	tert-butyl 9H-pyrido[3,4-b]indole-3-carboxylate	93835-05-3				
tert-butyl-2-(4,5-dihydrogen-4,4,5,5-tetramethyl-3-O-1H-imidazole-3-cationic-1-oxyl-2-pyrrolidine-1-carboxylic ester)		tert-butyl-2-(4,5-dihydrogen-4,4,5,5-tetramethyl-3-O-1H-imidazole-3-cationic-1-oxyl-2-pyrrolidine-1-carboxylic ester)					
tert-butyl-2-(6-((2-(acetylamino)-1,3-benzothiazol-4-yl)oxy)pyrimidin-4-yl)-5-(trifluoromethyl)phenylcarbamate		tert-butyl-2-(6-((2-(acetylamino)-1,3-benzothiazol-4-yl)oxy)pyrimidin-4-yl)-5-(trifluoromethyl)phenylcarbamate					
tert-butylbicyclo-2-benzoate	98774-24-4	tert-Butylbicyclo-2-benzoate	98774-24-4				
tert-butylbicyclophosphorothionate	70636-86-1	tert-Butylbicyclophosphorothionate	70636-86-1		Convulsants	Substances that act in the brain stem or spinal cord to produce tonic or clonic convulsions, often by removing normal inhibitory tone. They were formerly used to stimulate respiration or as antidotes to barbiturate overdose. They are now most commonly used as experimental tools. (See all compounds classified as Convulsants.)	
tert-butylcatechol	27213-78-1	3-(tert-Butyl)benzene-1,2-diol	27213-78-1	47F26P1WUE			
tert-Butylhydroperoxide	75-91-2	tert-Butyl Hydroperoxide	75-91-2	955VYL842B			
tert-butylphenyl diphenyl phosphate	56803-37-3	tert-Butylphenyl diphenyl phosphate	56803-37-3	49FH9AU0N9			
tertatolol	83688-84-0	Tertatolol	83688-84-0	9ZO341YQXP	Adrenergic beta-Antagonists	Drugs that bind to but do not activate beta-adrenergic receptors thereby blocking the actions of beta-adrenergic agonists. Adrenergic beta-antagonists are used for treatment of hypertension, cardiac arrhythmias, angina pectoris, glaucoma, migraine headaches, and anxiety. (See all compounds classified as Adrenergic beta-Antagonists.)	
tertiapin	58694-52-3	Tertiapin	58694-52-3		Potassium Channel Blockers	A class of drugs that act by inhibition of potassium efflux through cell membranes. Blockade of potassium channels prolongs the duration of ACTION POTENTIALS. They are used as ANTI-ARRHYTHMIA AGENTS and VASODILATOR AGENTS. (See all compounds classified as Potassium Channel Blockers.)	
tertiary-amyl methyl ether	994-05-8	tert-Amyl methyl ether	994-05-8	94525J1AP8			
terutroban		Terutroban	165538-40-9	A6WX9391D8			
tesaglitazar		Tesaglitazar	251565-85-2	6734037O3L			Investigated for use/treatment in diabetes mellitus type 2.
tesmilifene		Tesmilifene	98774-23-3	I43T3ID6G2	Histamine Antagonists	Drugs that bind to but do not activate histamine receptors, thereby blocking the actions of histamine or histamine agonists. Classical antihistaminics block the histamine H1 receptors only. (See all compounds classified as Histamine Antagonists.)	Intended for the treatment of various forms of cancer.
Testicular Hormones		Testicular Hormones					
Testolactone	968-93-4	Testolactone	968-93-4	6J9BLA949Q	Antineoplastic Agents, Hormonal	Antineoplastic agents that are used to treat hormone-sensitive tumors. Hormone-sensitive tumors may be hormone-dependent, hormone-responsive, or both. A hormone-dependent tumor regresses on removal of the hormonal stimulus, by surgery or pharmacological block. Hormone-responsive tumors may regress when pharmacologic amounts of hormones are administered regardless of whether previous signs of hormone sensitivity were observed. The major hormone-responsive cancers include carcinomas of the breast, prostate, and endometrium; lymphomas; and certain leukemias. (From AMA Drug Evaluations Annual 1994, p2079) (See all compounds classified as Antineoplastic Agents, Hormonal.)	For palliative treatment of advanced breast cancer in postmenopausal women.
Testosterone	58-22-0	Testosterone	58-22-0	3XMK78S47O	Androgens	Compounds that interact with ANDROGEN RECEPTORS in target tissues to bring about the effects similar to those of TESTOSTERONE. Depending on the target tissues, androgenic effects can be on SEX DIFFERENTIATION; male reproductive organs, SPERMATOGENESIS; secondary male SEX CHARACTERISTICS; LIBIDO; development of muscle mass, strength, and power. (See all compounds classified as Androgens.)	Testosterone is indicated to treat primary hypogonadism and hypogonadotropic hypogonadism.
testosterone 17 beta-cypionate	58-20-8	Testosterone Cypionate	58-20-8	M0XW1UBI14	Anabolic Agents	These compounds stimulate anabolism and inhibit catabolism. They stimulate the development of muscle mass, strength, and power. (See all compounds classified as Anabolic Agents.)	Testosterone cypionate is used in males that present conditions derived from a deficiency or absence of endogenous testosterone. These conditions are 1) primary hypogonadism, defined as the testicular failure due to cryptorchidism, bilateral torsion, orchitis, vanishing testis syndrome or orchidectomy; and 2) hypogonadotropic hypogonadism characterized by idiopathic gonadotropin, LHRH deficiency or pituitary-hypothalamic injury from tumors, trauma or radiation.
testosterone enanthate		Testosterone Enanthate	315-37-7	7Z6522T8N9	Androgens	Compounds that interact with ANDROGEN RECEPTORS in target tissues to bring about the effects similar to those of TESTOSTERONE. Depending on the target tissues, androgenic effects can be on SEX DIFFERENTIATION; male reproductive organs, SPERMATOGENESIS; secondary male SEX CHARACTERISTICS; LIBIDO; development of muscle mass, strength, and power. (See all compounds classified as Androgens.)	Testosterone enanthate in males is indicated as a replacement therapy in conditions associated with a deficiency or absence of endogenous testosterone. Some of the treated conditions are 1) primary hypogonadism, defined as testicular failure due to cryptorchidism, bilateral torsion, orchitis, vanishing testis syndrome or orchidectomy; 2) hypogonadotropic hypogonadism due to an idiopathic gonadotropin or luteinizing hormone-releasing hormone deficiency or due to a pituitary-hypothalamic injury from tumors, trauma or radiation, in this case it is important to accompany the treatment with adrenal cortical and thyroid hormone replacement therapy; 3) to stimulate puberty in patients with delayed puberty not secondary to a pathological disorder. If the conditions 1 and 2 occur prior to puberty, the androgen replacement therapy will be needed during adolescent years for the development of secondary sexual characteristics and prolonged androgen treatment might be needed it to maintain sexual characteristics after puberty.  In females, testosterone enanthate is indicated to be used secondarily in presence of advanced inoperable metastatic mammary cancer in women who are from one to five years postmenopausal. It has also been used in premenopausal women with breast cancer who have benefited from oophorectomy and are considered to have a hormone-responsive tumor.  Testosterone enanthate injections that are currently formulated for subcutaneous use are specifically indicated only for primary hypogonadism and hypogonadotropic hypogonadism. The use of such formulations is limited because the safety and efficacy of these subcutaneous products in adult males with late-onset hypogonadism and males less than 18 years old have not yet been established. Moreover, subcutaneously administered testosterone enanthate is indicated only for the treatment of men with hypogonadal conditions associated with structural or genetic etiologies, considering the medication could cause blood pressure increases that can raise the risk of major adverse cardiovascular events like non-fatal myocardial infarction, non-fatal stroke, and cardiovascular death.
testosterone glucuronate	1180-25-2	Testosterone glucuronide	1180-25-2				
Testosterone Propionate	57-85-2	Testosterone Propionate	57-85-2	WI93Z9138A			Testosterone propionate is used in veterinary practice in heifers in order to stimulate maximal growth.
testosterone undecanoate		Testosterone Undecanoate	5949-44-0	H16A5VCT9C	Androgens	Compounds that interact with ANDROGEN RECEPTORS in target tissues to bring about the effects similar to those of TESTOSTERONE. Depending on the target tissues, androgenic effects can be on SEX DIFFERENTIATION; male reproductive organs, SPERMATOGENESIS; secondary male SEX CHARACTERISTICS; LIBIDO; development of muscle mass, strength, and power. (See all compounds classified as Androgens.)	Testosterone undecanoate is indicated for testosterone replacement therapy in adult males for conditions associated with a deficiency or absence of endogenous testosterone. These conditions include:  - **Congenital or acquired primary hypogonadism**: testicular failure due to cryptorchidism, bilateral torsion, orchitis, vanishing testis syndrome, orchiectomy, Klinefelter’s syndrome, chemotherapy, or toxic damage from alcohol or heavy metals. These men usually have low serum testosterone concentrations and gonadotropins (follicle-stimulating hormone [FSH], luteinizing hormone [LH]) above the normal range. - **Congenital or acquired hypogonadotropic hypogonadism**: gonadotropin or luteinizing hormone-releasing hormone (LHRH) deficiency or pituitary-hypothalamic injury from tumors, trauma, or radiation. These men have low testosterone serum concentrations but have gonadotropins in the normal or low range.  Testosterone undecanoate is not used to treat age-related hypogonadism.
testosterone-3-carboxymethyloxime-bovine serum albumin conjugate		testosterone-3-carboxymethyloxime-bovine serum albumin conjugate					
tetanospasmin	11032-48-7	tetanospasmin					
Tetanus Toxin		Toxin, bacterium clostridium tetani, tetanus					
Tetanus Toxoid		NSC-722666					
tetra(4-N-methylpyridyl)porphine	38673-65-3	meso-Tetrakis(2-N-methylpyridyl)porphine	38673-65-3		Angiogenesis Inhibitors	Agents and endogenous substances that antagonize or inhibit the development of new blood vessels. (See all compounds classified as Angiogenesis Inhibitors.)	
tetraarsenic tetrasulfide		Tetraarsenic tetrasulfide	12044-79-0	ZIK02R2PSD			
