cas_no	generic_name	pediatric_excl_date	sponser	pediatric_indication	Notes	url	unii_no	indication	pharm_class	pharm_desc	hazard_statements
1190307-88-0	Sofosbuvir	7/23/19	Gilead	Chronic hepatitis C virus (HCV) infection		https://pubchem.ncbi.nlm.nih.gov/compound/45375808	WJ6CA3ZU8B	Sofosbuvir is used in combination therapy with other antiviral medications to treat chronic hepatitis C virus (HCV) infected patients with HCV genoptypes 1-6, and to treat HCV and HIV co-infected patients. Depending on the level of cirrhosis or decompensation, combination therapy can also include either ribavirin alone or ribavirin and peg-interferon alfa.  When used in combination with [DB09027], sofosbuvir has the following indications: treatment of genotypes 1, 4, 5, or 6 infection without cirrhosis or with compensated cirrhosis; in combination with [DB00811] for genotype 1 infection with decompensated cirrhosis; or in combination with [DB00811] for the treatment of genotype 1 or 4 infection who are liver transplant recipients without cirrhosis or with compensated cirrhosis.  When used in combination with [DB11613] as the combination product Epclusa, sofosbuvir is indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotypes 1, 2, 3, 4, 5, or 6 infection without cirrhosis or with compensated cirrhosis, or in combination with [DB00811] if associated with decompensated cirrhosis.  Resistance: Reduced susceptibility to sofosbuvir has been associated with the NS5B substitution mutation S282T.	Antiviral Agents	Agents used in the prophylaxis or therapy of VIRUS DISEASES. Some of the ways they may act include preventing viral replication by inhibiting viral DNA polymerase; binding to specific cell-surface receptors and inhibiting viral penetration or uncoating; inhibiting viral protein synthesis; or blocking late stages of virus assembly. (See all compounds classified as Antiviral Agents.)	H302 (33.33%): Harmful if swallowed [Warning Acute toxicity, oral]; H372 (33.33%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]; H373 (66.67%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]
	Sofosbuvir/Ledipasvir	7/23/19	Gilead	Chronic hepatitis C virus (HCV) infection							
	Sofosbuvir/Velpatasvir	5/13/21	Gilead	Chronic hepatitis C virus (HCV) infection							
242478-37-1	Solifenacin	7/20/17	Astellas	Neurogenic detrusor overactivity (NDO)		https://pubchem.ncbi.nlm.nih.gov/compound/154059	A8910SQJ1U	Solifenacin tablets are indicated to treat an overactive bladder with urinary incontinence, urgency, and frequency.	Urological Agents	Drugs used in the treatment of urological conditions and diseases such as URINARY INCONTINENCE and URINARY TRACT INFECTIONS. (See all compounds classified as Urological Agents.)	
3930-20-9	Sotalol	1/6/00	Berlex Lab	Arrhythmias		https://pubchem.ncbi.nlm.nih.gov/compound/5253	A6D97U294I	Sotalol is indicated to treat life threatening ventricular arrhytmias and maintain normal sinus rhythm in patients with atrial fibrillation or flutter. There are also oral solutions and intravenous injections indicated for patients requiring sotalol, but for whom a tablet would not be appropriate.	Adrenergic beta-Antagonists	Drugs that bind to but do not activate beta-adrenergic receptors thereby blocking the actions of beta-adrenergic agonists. Adrenergic beta-antagonists are used for treatment of hypertension, cardiac arrhythmias, angina pectoris, glaucoma, migraine headaches, and anxiety. (See all compounds classified as Adrenergic beta-Antagonists.)	H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H362 (100%): May cause harm to breast-fed children [Reproductive toxicity, effects on or via lactation]; H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]
3056-17-5	Stavudine	8/13/01	Bristol-Myers	HIV-1 Infection		https://pubchem.ncbi.nlm.nih.gov/compound/18283	BO9LE4QFZF	For the treatment of human immunovirus (HIV) infections.	Antimetabolites	Drugs that are chemically similar to naturally occurring metabolites, but differ enough to interfere with normal metabolic pathways. (From AMA Drug Evaluations Annual, 1994, p2033) (See all compounds classified as Antimetabolites.)	H302 (66.67%): Harmful if swallowed [Warning Acute toxicity, oral]; H315 (33.33%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (33.33%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H335 (33.33%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]; H341 (33.33%): Suspected of causing genetic defects [Warning Germ cell mutagenicity]; H361 (33.33%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H362 (33.33%): May cause harm to breast-fed children [Reproductive toxicity, effects on or via lactation]; H372 (33.33%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]
103628-46-2	Sumatriptan	2/18/04	GSK	Migraine		https://pubchem.ncbi.nlm.nih.gov/compound/5358	8R78F6L9VO	A combination sumatriptan and [naproxen] tablet is indicated for the treatment of migraines with or without auras in patients 12 years of age and older. Sumatriptan nasal powder, nasal spray, subcutaneous injection, and tablets are indicated to treat migraines with or without auras in adults. One of the subcutaneous formulations of sumatriptan is also indicated to treat cluster headaches in adults, while the other subcutaneous formulation is not.	Vasoconstrictor Agents	Drugs used to cause constriction of the blood vessels. (See all compounds classified as Vasoconstrictor Agents.)	H319 (40%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H361 (60%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H412 (80%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]
	Sumatriptan/ Naproxen	4/16/15	GSK/Pernix	Migraine							
557795-19-4	Sunitinib	2/7/19	CP Pharmaceuticals	Refractory solid & CNS tumors		https://pubchem.ncbi.nlm.nih.gov/compound/5329102	V99T50803M	Sunitinib is indicated for the following conditions:  - Treatment of adult patients with gastrointestinal stromal tumor (GIST) following disease progression on (or intolerance to) [imatinib] mesylate - Treatment of adult patients with advanced renal cell carcinoma (RCC) - Adjuvant treatment of adult patients at high risk of recurrent RCC following nephrectomy - Treatment of progressive, well-differentiated pancreatic neuroendocrine tumors (pNET) in adult patients with unresectable locally advanced or metastatic disease	Angiogenesis Inhibitors	Agents and endogenous substances that antagonize or inhibit the development of new blood vessels. (See all compounds classified as Angiogenesis Inhibitors.)	
171596-29-5	Tadalafil	11/16/17	Eli Lilly	Duchenne muscular dystrophy (DMD)		https://pubchem.ncbi.nlm.nih.gov/compound/110635	742SXX0ICT	Tadalafil is indicated for the treatment of erectile dysfunction (ED) and either alone or in combination with [finasteride] for the treatment of benign prostatic hypertrophy (BPH). It is also indicated for the treatment of pulmonary arterial hypertension (PAH) both alone and in combination with [macitentan] or other endothelin-1 antagonists.	Urological Agents	Drugs used in the treatment of urological conditions and diseases such as URINARY INCONTINENCE and URINARY TRACT INFECTIONS. (See all compounds classified as Urological Agents.)	H302 (55.34%): Harmful if swallowed [Warning Acute toxicity, oral]; H312 (54.37%): Harmful in contact with skin [Warning Acute toxicity, dermal]; H315 (92.23%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (92.23%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H332 (54.37%): Harmful if inhaled [Warning Acute toxicity, inhalation]; H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]; H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H312 (100%): Harmful in contact with skin [Warning Acute toxicity, dermal]; H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H332 (100%): Harmful if inhaled [Warning Acute toxicity, inhalation]
10540-29-1	Tamoxifen	5/16/02	AstraZeneca	McCune-Albright Syndrome		https://pubchem.ncbi.nlm.nih.gov/compound/2733526	094ZI81Y45	Tamoxifen is indicated to treat estrogen receptor positive metastatic breast cancer in adults, as an adjuvant in the treatment of early stage estrogen receptor positive breast cancer in adults, to reduce the risk of invasive breast cancer after surgery and radiation in adult women with ductal carcinoma in situ.	Antineoplastic Agents, Hormonal	Antineoplastic agents that are used to treat hormone-sensitive tumors. Hormone-sensitive tumors may be hormone-dependent, hormone-responsive, or both. A hormone-dependent tumor regresses on removal of the hormonal stimulus, by surgery or pharmacological block. Hormone-responsive tumors may regress when pharmacologic amounts of hormones are administered regardless of whether previous signs of hormone sensitivity were observed. The major hormone-responsive cancers include carcinomas of the breast, prostate, and endometrium; lymphomas; and certain leukemias. (From AMA Drug Evaluations Annual 1994, p2079) (See all compounds classified as Antineoplastic Agents, Hormonal.)	H302 (58.33%): Harmful if swallowed [Warning Acute toxicity, oral]; H350 (100%): May cause cancer [Danger Carcinogenicity]; H360 (100%): May damage fertility or the unborn child [Danger Reproductive toxicity]; H362 (58.33%): May cause harm to breast-fed children [Reproductive toxicity, effects on or via lactation]; H372 (58.33%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]; H400 (41.67%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]; H410 (41.67%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]
106133-20-4	Tamsulosin	9/17/09	Boehringer Ingelheim	Elevated detrusor leak point pressure associated w/ a known neurological disorder (e.g., spina bifida)		https://pubchem.ncbi.nlm.nih.gov/compound/129211	G3P28OML5I	Tamsulosin is indicated for the treatment of signs and symptoms of benign prostatic hyperplasia.  Tamsulosin is also used off label for the treatment of ureteral stones, prostatitis, and female voiding dysfunction.	Adrenergic alpha-1 Receptor Antagonists	Drugs that bind to and block the activation of ADRENERGIC ALPHA-1 RECEPTORS. (See all compounds classified as Adrenergic alpha-1 Receptor Antagonists.)	
174671-46-6	Tavaborole	7/18/18	Anacor	Onychomycosis of the toenail		https://pubchem.ncbi.nlm.nih.gov/compound/11499245	K124A4EUQ3	Indicated for the treatment of onychomycosis (a fungal infection) of the toenails due to Trichophyton rubrum or Trichophyton mentagrophytes.	Antifungal Agents	Substances that destroy fungi by suppressing their ability to grow or reproduce. They differ from FUNGICIDES, INDUSTRIAL because they defend against fungi present in human or animal tissues. (See all compounds classified as Antifungal Agents.)	H302+H312+H332 (87.5%): Harmful if swallowed, in contact with skin or if inhaled [Warning Acute toxicity, oral; acute toxicity, dermal; acute toxicity, inhalation]; H302 (96.88%): Harmful if swallowed [Warning Acute toxicity, oral]; H312 (96.88%): Harmful in contact with skin [Warning Acute toxicity, dermal]; H315 (96.88%): Causes skin irritation [Warning Skin corrosion/irritation]; H318 (93.75%): Causes serious eye damage [Danger Serious eye damage/eye irritation]; H332 (96.88%): Harmful if inhaled [Warning Acute toxicity, inhalation]
	Tbo-filgrastim	7/18/18	Sicor	Reduction of duration of severe neutropenia in pediatric patients with non-myeloid malignancies receiving myelosuppressive anticancer drugs associated with a clinically significant incidence of febrile neutropenia							
	Technetium Tc99 sestamibi	1/11/08	BMS	KawasakiÕs disease							
197922-42-2	Teduglutide	3/7/19	Shire-NPS	Short Bowel Syndrome (SBS)		https://pubchem.ncbi.nlm.nih.gov/compound/16139605		Teduglutide is indicated for the treatment of adults and pediatric patients 1 year of age and older with Short Bowel Syndrome (SBS) who are dependent on parenteral support.	Gastrointestinal Agents	Drugs used for their effects on the gastrointestinal system, as to control gastric acidity, regulate gastrointestinal motility and water flow, and improve digestion. (See all compounds classified as Gastrointestinal Agents.)	Not Classified; Reported as not meeting GHS hazard criteria by 1 of 1 companies. For more detailed information, please visit  ECHA C&L website.
85622-93-1	Temozolomide	11/20/02	Schering	Refractory/relapse malignancies		https://pubchem.ncbi.nlm.nih.gov/compound/5394	YF1K15M17Y	Temozolomide is indicated in adult patients for the treatment of newly diagnosed glioblastoma concomitantly with radiotherapy and for use as maintenance treatment thereafter. It is also indicated for the treatment of refractory anaplastic astrocytoma in adult patients or adjuvant therapy for adults with newly diagnosed anaplastic astrocytoma.	Antineoplastic Agents, Alkylating	A class of drugs that differs from other alkylating agents used clinically in that they are monofunctional and thus unable to cross-link cellular macromolecules. Among their common properties are a requirement for metabolic activation to intermediates with antitumor efficacy and the presence in their chemical structures of N-methyl groups, that after metabolism, can covalently modify cellular DNA. The precise mechanisms by which each of these drugs acts to kill tumor cells are not completely understood. (From AMA, Drug Evaluations Annual, 1994, p2026) (See all compounds classified as Antineoplastic Agents, Alkylating.)	H204 (17.5%): Fire or projection hazard [Warning Explosives]; H300 (50%): Fatal if swallowed [Danger Acute toxicity, oral]; H302 (36.88%): Harmful if swallowed [Warning Acute toxicity, oral]; H315 (60.62%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (61.25%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H335 (83.75%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]; H340 (61.25%): May cause genetic defects [Danger Germ cell mutagenicity]; H341 (36.25%): Suspected of causing genetic defects [Warning Germ cell mutagenicity]; H350 (61.88%): May cause cancer [Danger Carcinogenicity]; H351 (35.62%): Suspected of causing cancer [Warning Carcinogenicity]; H360 (86.25%): May damage fertility or the unborn child [Danger Reproductive toxicity]; H372 (63.75%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]
162635-04-3	Temsirolimus	2/28/12	Pfizer	Treatment of relapsed/refractory solid tumors		https://pubchem.ncbi.nlm.nih.gov/compound/6918289	624KN6GM2T	For the treatment of renal cell carcinoma (RCC). Also investigated for use/treatment in breast cancer, lymphoma (unspecified), rheumatoid arthritis, and multiple myeloma.	MTOR Inhibitors	Agents that inhibit the activity of TOR SERINE-THREONINE KINASES. (See all compounds classified as MTOR Inhibitors.)	H360 (94.12%): May damage fertility or the unborn child [Danger Reproductive toxicity]; H410 (88.24%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]
147127-20-6	Tenofovir	9/6/11	Gilead	HIV-1 Infection		https://pubchem.ncbi.nlm.nih.gov/compound/464205	99YXE507IL	Tenofovir has been shown to be effective against HIV, herpes simplex virus-2, and hepatitis B virus.  To know more about the specific product indications, please visit the information in the orally available forms of tenofovir, [tenofovir alafenamide] and [tenofovir disoproxil].	Anti-HIV Agents	Agents used to treat AIDS and/or stop the spread of the HIV infection. These do not include drugs used to treat symptoms or opportunistic infections associated with AIDS. (See all compounds classified as Anti-HIV Agents.)	H318 (100%): Causes serious eye damage [Danger Serious eye damage/eye irritation]
147127-20-6	Tenofovir	11/15/18	Gilead	HBV Infection	A second period of Pediatric Exclusivity was granted for this moiety.	https://pubchem.ncbi.nlm.nih.gov/compound/464205	99YXE507IL	Tenofovir has been shown to be effective against HIV, herpes simplex virus-2, and hepatitis B virus.  To know more about the specific product indications, please visit the information in the orally available forms of tenofovir, [tenofovir alafenamide] and [tenofovir disoproxil].	Anti-HIV Agents	Agents used to treat AIDS and/or stop the spread of the HIV infection. These do not include drugs used to treat symptoms or opportunistic infections associated with AIDS. (See all compounds classified as Anti-HIV Agents.)	H318 (100%): Causes serious eye damage [Danger Serious eye damage/eye irritation]
91161-71-6	Terbinafine	12/4/06	Novartis	Tinea capitis		https://pubchem.ncbi.nlm.nih.gov/compound/1549008	G7RIW8S0XP	Terbinafine hydrochloride is indicated to treat fungal skin and nail infections caused by _Trichophyton_ species, _Microsporum canis_, _Epidermophyton floccosum_, and _Tinea_ species. Terbinafine hydrochloride also treats yeast infections of the skin caused by _Candida_ species and _Malassezia furfur_.	Antifungal Agents	Substances that destroy fungi by suppressing their ability to grow or reproduce. They differ from FUNGICIDES, INDUSTRIAL because they defend against fungi present in human or animal tissues. (See all compounds classified as Antifungal Agents.)	H315 (25%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (25%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H335 (25%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]; H361d (25%): Suspected of damaging the unborn child [Warning Reproductive toxicity]; H362 (25%): May cause harm to breast-fed children [Reproductive toxicity, effects on or via lactation]; H373 (25%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]; H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]; H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]
163451-81-8	Teriflunomide	3/31/21	Sanofi Aventis	Multiple sclerosis (MS)		https://pubchem.ncbi.nlm.nih.gov/compound/54684141	1C058IKG3B	Used in the treatment of relapsing forms of multiple sclerosis (MS).	Anti-Inflammatory Agents, Non-Steroidal	Anti-inflammatory agents that are non-steroidal in nature. In addition to anti-inflammatory actions, they have analgesic, antipyretic, and platelet-inhibitory actions. They act by blocking the synthesis of prostaglandins by inhibiting cyclooxygenase, which converts arachidonic acid to cyclic endoperoxides, precursors of prostaglandins. Inhibition of prostaglandin synthesis accounts for their analgesic, antipyretic, and platelet-inhibitory actions; other mechanisms may contribute to their anti-inflammatory effects. (See all compounds classified as Anti-Inflammatory Agents, Non-Steroidal.)	H302 (95.74%): Harmful if swallowed [Warning Acute toxicity, oral]; H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]; H360 (100%): May damage fertility or the unborn child [Danger Reproductive toxicity]; H412 (100%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]
58-22-0	Testosterone	8/22/07	Unimed Pharmaceuticals,	Delayed onset of puberty in boys 		https://pubchem.ncbi.nlm.nih.gov/compound/6013	3XMK78S47O	Testosterone is indicated to treat primary hypogonadism and hypogonadotropic hypogonadism.	Androgens	Compounds that interact with ANDROGEN RECEPTORS in target tissues to bring about the effects similar to those of TESTOSTERONE. Depending on the target tissues, androgenic effects can be on SEX DIFFERENTIATION; male reproductive organs, SPERMATOGENESIS; secondary male SEX CHARACTERISTICS; LIBIDO; development of muscle mass, strength, and power. (See all compounds classified as Androgens.)	H302 (66.24%): Harmful if swallowed [Warning Acute toxicity, oral]; H350 (32.91%): May cause cancer [Danger Carcinogenicity]; H351 (67.51%): Suspected of causing cancer [Warning Carcinogenicity]; H360 (81.43%): May damage fertility or the unborn child [Danger Reproductive toxicity]; H361 (18.57%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H362 (27%): May cause harm to breast-fed children [Reproductive toxicity, effects on or via lactation]; H372 (14.77%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]; H400 (66.24%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]; H410 (14.77%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]; H302: Harmful if swallowed [Warning Acute toxicity, oral]; H351: Suspected of causing cancer [Warning Carcinogenicity]; H360: May damage fertility or the unborn child [Danger Reproductive toxicity]; H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]
274693-27-5	Ticagrelor	4/8/22	AstraZeneca	Reduction in occurrence of vaso-occlusive crises (VOCs) in pediatric patients with sickle cell disease		https://pubchem.ncbi.nlm.nih.gov/compound/9871419	GLH0314RVC	Ticagrelor is indicated to reduce the risk of cardiovascular death, myocardial infarction, and stroke in patients with acute coronary syndrome or a history of myocardial infarction. Ticagrelor is also indicated to reduce the risk of a first myocardial infarction or stroke in high risk patients with coronary artery disease.	Platelet Aggregation Inhibitors	Drugs or agents which antagonize or impair any mechanism leading to blood platelet aggregation, whether during the phases of activation and shape change or following the dense-granule release reaction and stimulation of the prostaglandin-thromboxane system. (See all compounds classified as Platelet Aggregation Inhibitors.)	H319 (90.14%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H411 (95.77%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]; H315: Causes skin irritation [Warning Skin corrosion/irritation]; H319: Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H335: May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]
26839-75-8	Timolol	2/28/07	Alcon	Elevated intraocular pressure		https://pubchem.ncbi.nlm.nih.gov/compound/33624	5JKY92S7BR	Ophthalmic timolol is indicated for the treatment of increased intraocular pressure in patients with ocular hypertension or open-angle glaucoma. The oral form of this drug is used to treat high blood pressure. In certain cases, timolol is used in the prevention of migraine headaches.	Anti-Arrhythmia Agents	Agents used for the treatment or prevention of cardiac arrhythmias. They may affect the polarization-repolarization phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibers. Anti-arrhythmia agents are often classed into four main groups according to their mechanism of action: sodium channel blockade, beta-adrenergic blockade, repolarization prolongation, or calcium channel blockade. (See all compounds classified as Anti-Arrhythmia Agents.)	H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H351 (33.33%): Suspected of causing cancer [Warning Carcinogenicity]; H360 (33.33%): May damage fertility or the unborn child [Danger Reproductive toxicity]; H361 (66.67%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H362 (33.33%): May cause harm to breast-fed children [Reproductive toxicity, effects on or via lactation]
	Tiotropium	12/14/16	Boehringer Ingelheim	Asthma		https://pubchem.ncbi.nlm.nih.gov/compound/5487427			Bronchodilator Agents	Agents that cause an increase in the expansion of a bronchus or bronchial tubes. (See all compounds classified as Bronchodilator Agents.)	
174484-41-4	Tipranavir	3/7/08	Boehringer Ingelheim	HIV-1 Infection		https://pubchem.ncbi.nlm.nih.gov/compound/54682461	ZZT404XD09	For combination antiretroviral treatment of HIV-1 infected adult patients with evidence of viral replication, who are highly treatment-experienced or have HIV-1 strains resistant to multiple protease inhibitors.	Anti-HIV Agents	Agents used to treat AIDS and/or stop the spread of the HIV infection. These do not include drugs used to treat symptoms or opportunistic infections associated with AIDS. (See all compounds classified as Anti-HIV Agents.)	H411 (100%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]
	Tocilizumab	7/18/18	Genentech/ Hoffmann-La Roche	Systemic Juvenile Idiopathic Arthritis (SJIA) and Polyarticular Course Juvenile Idiopathic Arthritis (PcJIA)							
124937-51-5	Tolterodine	1/5/04	Pfizer	Detrusor hyperreflexia/ overactive bladder		https://pubchem.ncbi.nlm.nih.gov/compound/443879	WHE7A56U7K	For the treatment of overactive bladder (with symptoms of urinary frequency, urgency, or urge incontinence).	Muscarinic Antagonists	Drugs that bind to but do not activate MUSCARINIC RECEPTORS, thereby blocking the actions of endogenous ACETYLCHOLINE or exogenous agonists. Muscarinic antagonists have widespread effects including actions on the iris and ciliary muscle of the eye, the heart and blood vessels, secretions of the respiratory tract, GI system, and salivary glands, GI motility, urinary bladder tone, and the central nervous system. (See all compounds classified as Muscarinic Antagonists.)	H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]; H361 (100%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]
97240-79-4	Topiramate	7/24/08	Ortho-McNeil-Janssen Pharmaceuticals, Inc.	Mono- and adjunctive therapy for partial onset or primary generalized tonic-clonic seizures (epilepsy) & adjunctive therapy for seizures associated w/ Lennox-Gastaut syndrome		https://pubchem.ncbi.nlm.nih.gov/compound/5284627	0H73WJJ391	Topiramate is indicated  for the following conditions: 1)Monotherapy for partial onset or primary generalized tonic-clonic seizures for patients 2 years of age and above 2)Adjunctive therapy for partial onset seizures or primary generalized tonic-clonic seizures for both adult and pediatric patients above 2 years old 3)Adjunctive therapy for seizures associated with Lennox-Gastaut syndrome in patients above 2 years of age 4)Prophylaxis of migraine in children 12 years of age and older and adults.  Topiramate is also used off-label as an adjunct therapy for weight management and for mood disorders.	Hypoglycemic Agents	Substances which lower blood glucose levels. (See all compounds classified as Hypoglycemic Agents.)	H315 (84.96%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (85.84%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]; H361 (15.04%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H351: Suspected of causing cancer [Warning Carcinogenicity]; H360: May damage fertility or the unborn child [Danger Reproductive toxicity]; H371: May cause damage to organs [Warning Specific target organ toxicity, single exposure]; H372: Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]
123948-87-8	Topotecan	11/20/02	GlaxoSK	Refractory/relapse malignancies		https://pubchem.ncbi.nlm.nih.gov/compound/60700	7M7YKX2N15	For the treatment of advanced ovarian cancer in patients with disease that has recurred or progressed following therapy with platinum-based regimens. Also used as a second-line therapy for treatment-sensitive small cell lung cancer, as well as in combination with cisplatin for the treatment of stage IV-B, recurrent, or persistent cervical cancer not amenable to curative treatment with surgery and/or radiation therapy.	Topoisomerase I Inhibitors	Compounds that inhibit the activity of DNA TOPOISOMERASE I. (See all compounds classified as Topoisomerase I Inhibitors.)	H301 (19.15%): Toxic if swallowed [Danger Acute toxicity, oral]; H315 (19.15%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (19.15%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H335 (19.15%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]; H340 (19.15%): May cause genetic defects [Danger Germ cell mutagenicity]; H341 (80.85%): Suspected of causing genetic defects [Warning Germ cell mutagenicity]; H341: Suspected of causing genetic defects [Warning Germ cell mutagenicity]
114899-77-3	Trabectedin	6/12/18	Janssen	Relapsed or refractory solid tumors		https://pubchem.ncbi.nlm.nih.gov/compound/108150	ID0YZQ2TCP	Indicated for treatment of advanced soft tissue sarcoma in patients refractory to or unsuitable to receive anthracycline or ifosfamide chemotherapy in Europe, Russia and South Korea. Approved for orphan drug status by the U.S. FDA for treatment of soft tissue sarcomas and ovarian cancer. Investigated for use/treatment in cancer/tumors (unspecified), gastric cancer, ovarian cancer, pediatric indications, sarcoma, and solid tumors.	Antineoplastic Agents, Alkylating	A class of drugs that differs from other alkylating agents used clinically in that they are monofunctional and thus unable to cross-link cellular macromolecules. Among their common properties are a requirement for metabolic activation to intermediates with antitumor efficacy and the presence in their chemical structures of N-methyl groups, that after metabolism, can covalently modify cellular DNA. The precise mechanisms by which each of these drugs acts to kill tumor cells are not completely understood. (From AMA, Drug Evaluations Annual, 1994, p2026) (See all compounds classified as Antineoplastic Agents, Alkylating.)	H300 (100%): Fatal if swallowed [Danger Acute toxicity, oral]; H312 (100%): Harmful in contact with skin [Warning Acute toxicity, dermal]; H332 (100%): Harmful if inhaled [Warning Acute toxicity, inhalation]; H341 (100%): Suspected of causing genetic defects [Warning Germ cell mutagenicity]; H361 (100%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H373 (100%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]
123154-38-1	Tramadol	4/19/00	R.W. Johnson	Post-surgical pain		https://pubchem.ncbi.nlm.nih.gov/compound/33741	39J1LGJ30J	Tramadol is approved for the management of moderate to severe pain in adults.  Tramadol is also used off-label in the treatment of premature ejaculation.	Narcotics	Agents that induce NARCOSIS. Narcotics include agents that cause somnolence or induced sleep (STUPOR); natural or synthetic derivatives of OPIUM or MORPHINE or any substance that has such effects. They are potent inducers of ANALGESIA and OPIOID-RELATED DISORDERS. (See all compounds classified as Narcotics.)	H300 (28.57%): Fatal if swallowed [Danger Acute toxicity, oral]; H301 (71.43%): Toxic if swallowed [Danger Acute toxicity, oral]; H312 (28.57%): Harmful in contact with skin [Warning Acute toxicity, dermal]; H315 (14.29%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (14.29%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H331 (14.29%): Toxic if inhaled [Danger Acute toxicity, inhalation]; H332 (28.57%): Harmful if inhaled [Warning Acute toxicity, inhalation]; H335 (28.57%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]; H336 (57.14%): May cause drowsiness or dizziness [Warning Specific target organ toxicity, single exposure; Narcotic effects]; H302: Harmful if swallowed [Warning Acute toxicity, oral]; H401: Toxic to aquatic life [Hazardous to the aquatic environment, acute hazard]; H411: Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]
